Geneid	R4C-rep1	R4C-rep2	R4C-rep3	R4S-rep1	R4S-rep2	R4S-rep3	ROP2-rep1	ROW2-rep1
gene:Solyc12g150129.1	0	0	0	0	0	0	0	0
gene:Solyc12g150128.1	0	0	0	0	0	0	0	0
gene:Solyc12g089290.3	252	441	706	886	434	394	231	339
gene:Solyc12g089280.2	5926	6425	5455	4361	4701	4393	3254	6282
gene:Solyc12g089270.1	4	0	0	0	0	0	0	0
gene:Solyc12g089260.3	705	811	656	532	581	524	900	678
gene:Solyc12g089250.1	88	137	54	142	101	30	8	54
gene:Solyc12g089240.2	146	180	462	58	100	140	40	122
gene:Solyc12g089230.2	93	98	66	75	95	84	0	0
gene:Solyc12g089220.3	212	191	263	278	244	209	12	19
gene:Solyc12g089210.2	1414	1562	1254	1518	1659	1783	620	1103
gene:Solyc12g089205.1	40	65	51	74	36	55	101	145
gene:Solyc12g089200.3	16	22	13	14	4	8	41	39
gene:Solyc12g089190.1	0	0	0	0	0	0	0	0
gene:Solyc12g089180.2	821	651	1110	672	671	723	501	421
gene:Solyc12g089170.3	0	0	0	0	0	0	0	0
gene:Solyc12g089160.3	4492	4069	5516	1496	1867	2519	562	762
gene:Solyc12g089150.2	1361	1376	1978	1567	1257	1285	4141	2398
gene:Solyc12g089145.1	68	31	86	20	40	62	59	46
gene:Solyc12g089140.2	715	830	1184	593	697	860	1487	1046
gene:Solyc12g089130.2	20	28	27	16	22	14	88	110
gene:Solyc12g089110.1	2594	2540	4092	3088	2538	2984	3508	1876
gene:Solyc12g089100.2	474	600	661	759	433	386	666	667
gene:Solyc12g089090.2	1225	1190	1062	1519	1279	1238	2556	3375
gene:Solyc12g089080.3	3	0	4	4	3	6	3	4
gene:Solyc12g089070.1	0	6	6	1	2	0	0	0
gene:Solyc12g089060.2	723	784	876	716	776	814	1701	2255
gene:Solyc12g089050.3	112	138	140	262	146	180	8	170
gene:Solyc12g089040.3	3192	3592	3557	2854	3581	3998	3455	4499
gene:Solyc12g089030.2	950	1135	1076	1192	1202	1285	1427	1543
gene:Solyc12g089020.2	373	415	791	495	376	324	1148	1195
gene:Solyc12g089010.3	426	536	729	581	375	346	558	1286
gene:Solyc12g089000.2	1252	1190	1378	1092	835	882	2964	3155
gene:Solyc12g088990.2	3788	4158	4756	4546	3498	3278	3856	4341
gene:Solyc12g088980.2	5	0	0	3	2	6	10	6
gene:Solyc12g088970.1	0	0	0	0	0	0	0	0
gene:Solyc12g088960.2	1810	2175	1645	1442	1786	1641	2784	2230
gene:Solyc12g088950.3	0	11	0	0	4	4	23	16
gene:Solyc12g088940.3	113	118	292	134	141	154	49	247
gene:Solyc12g088930.1	57	38	55	156	67	46	21	4
gene:Solyc12g088920.2	960	1096	1325	926	775	889	2264	2464
gene:Solyc12g088910.3	33	41	63	44	27	22	22	25
gene:Solyc12g088900.2	1155	1211	1322	1034	946	983	1650	2210
gene:Solyc12g088890.3	145	125	108	127	125	128	154	231
gene:Solyc12g088880.2	256	368	334	465	444	463	566	589
gene:Solyc12g088870.1	30	30	86	78	14	15	7	85
gene:Solyc12g088860.2	0	0	0	0	0	0	0	2
gene:Solyc12g088850.1	0	0	0	0	0	0	0	2
gene:Solyc12g088840.1	76	36	69	83	48	35	11	0
gene:Solyc12g088830.3	28	20	26	29	18	28	315	232
gene:Solyc12g088820.2	479	329	406	201	185	110	13	2
gene:Solyc12g088810.3	444	586	500	532	594	576	713	1292
gene:Solyc12g088800.3	136	117	133	211	95	38	6	4
gene:Solyc12g088790.3	0	0	0	0	0	0	0	0
gene:Solyc12g088780.1	0	0	0	0	0	0	0	0
gene:Solyc12g088770.1	0	0	0	0	0	4	0	0
gene:Solyc12g088760.1	632	412	810	952	528	634	10	12
gene:Solyc12g088750.2	3509	3421	4056	2664	2151	1975	1122	1875
gene:Solyc12g088740.2	1949	1932	2667	2240	1892	2117	2901	2664
gene:Solyc12g088730.2	2156	2561	2268	1920	1839	1938	2569	2901
gene:Solyc12g088720.2	39936	42611	37240	44835	48292	48441	43746	64657
gene:Solyc12g088710.1	0	0	0	0	6	0	0	0
gene:Solyc12g088700.1	185	179	268	475	389	455	0	0
gene:Solyc12g088690.2	27	16	20	77	36	39	0	0
gene:Solyc12g088680.2	179	203	174	150	150	114	812	942
gene:Solyc12g088670.2	6980	7693	12175	8666	7304	7119	10921	4294
gene:Solyc12g088665.1	10	3	4	0	0	0	0	0
gene:Solyc12g088660.2	1071	1033	1050	994	796	716	2485	2561
gene:Solyc12g088650.2	1735	1884	1469	1331	1358	1170	2910	2936
gene:Solyc12g088640.2	59	40	42	39	18	4	193	63
gene:Solyc12g088630.2	0	0	0	0	0	0	0	2
gene:Solyc12g088620.2	0	0	0	0	0	0	0	17
gene:Solyc12g088610.1	0	0	0	0	0	0	0	0
gene:Solyc12g088570.3	0	0	0	0	0	0	0	0
gene:Solyc12g088540.3	0	0	0	0	0	0	0	0
gene:Solyc12g088530.2	800	1364	747	1372	1409	1456	1597	1162
gene:Solyc12g088520.2	208	366	166	241	365	304	182	263
gene:Solyc12g088510.1	52	64	58	68	32	20	4	0
gene:Solyc12g088500.2	104	171	80	139	177	178	47	78
gene:Solyc12g088490.1	38	32	31	46	45	67	62	26
gene:Solyc12g088480.2	1030	1126	865	844	755	856	1002	1022
gene:Solyc12g088470.3	166	311	72	248	347	333	66	118
gene:Solyc12g088460.3	369	498	382	436	228	156	60	42
gene:Solyc12g088450.3	190	158	195	344	260	281	507	593
gene:Solyc12g088440.2	887	938	1387	920	635	693	2037	1824
gene:Solyc12g088420.2	687	684	604	423	354	421	623	670
gene:Solyc12g088410.3	170	152	162	164	177	142	405	897
gene:Solyc12g088400.1	129	39	90	115	79	173	1	15
gene:Solyc12g088390.1	0	18	24	44	46	66	2	2
gene:Solyc12g088380.1	0	0	0	0	0	0	0	0
gene:Solyc12g088370.2	905	1072	934	689	541	521	1525	1395
gene:Solyc12g088360.2	216	242	475	282	208	243	559	349
gene:Solyc12g088340.2	3571	3461	3367	2436	2391	2250	3290	2576
gene:Solyc12g088330.1	0	0	0	0	0	4	0	0
gene:Solyc12g088320.2	439	401	410	476	524	650	12	169
gene:Solyc12g088310.3	1342	1449	1193	1367	1163	1179	732	1185
gene:Solyc12g088300.2	60	89	73	85	67	67	631	3955
gene:Solyc12g088290.2	5571	6068	6470	4133	4414	4227	6362	8477
gene:Solyc12g088280.3	16	26	13	6	4	4	0	0
gene:Solyc12g088270.2	2	0	2	2	0	0	0	0
gene:Solyc12g088260.2	0	0	0	0	0	0	0	0
gene:Solyc12g088250.2	178	164	386	344	176	148	4	2
gene:Solyc12g088240.2	4	0	0	0	11	6	4	20
gene:Solyc12g088230.3	1424	1193	1978	714	745	882	1235	2160
gene:Solyc12g088220.2	481	636	444	265	241	188	13657	7687
gene:Solyc12g088210.3	1052	968	1204	1206	977	1020	1921	2594
gene:Solyc12g088200.3	719	584	859	598	602	662	1564	1243
gene:Solyc12g088195.1	99	156	237	99	138	87	256	389
gene:Solyc12g088190.2	57	50	431	52	52	26	632	4914
gene:Solyc12g088180.1	0	0	0	0	0	0	0	2
gene:Solyc12g088170.2	1626	1086	719	1718	1115	1099	0	2
gene:Solyc12g088160.3	14	13	4	18	6	34	0	0
gene:Solyc12g088140.2	2	4	6	12	0	2	11	6
gene:Solyc12g088130.3	0	0	0	2	0	0	0	0
gene:Solyc12g088120.1	0	0	0	0	0	0	1	13
gene:Solyc12g088110.3	2	8	16	2	0	0	106	35
gene:Solyc12g088090.3	79	117	249	146	54	53	0	0
gene:Solyc12g088070.2	306	379	326	410	322	291	1165	926
gene:Solyc12g088060.2	12	8	4	0	0	2	4	14
gene:Solyc12g088050.2	1571	1595	1535	1733	1608	1739	2169	6918
gene:Solyc12g088040.2	534	746	825	762	583	498	1369	1220
gene:Solyc12g088030.2	1382	1486	1619	1546	1611	1380	2683	1848
gene:Solyc12g088020.1	451	457	763	1112	501	454	661	965
gene:Solyc12g088010.2	312	498	812	1240	649	561	148	793
gene:Solyc12g088005.1	9	10	14	38	7	3	12	19
gene:Solyc12g088000.2	0	0	0	0	0	2	0	0
gene:Solyc12g087990.3	445	525	544	408	387	402	460	519
gene:Solyc12g087980.3	366	392	516	382	221	150	36	721
gene:Solyc12g087970.2	1058	1021	1330	1166	1162	1134	1447	1561
gene:Solyc12g087960.2	340	316	549	379	362	299	905	818
gene:Solyc12g087950.1	417	428	820	252	249	278	363	380
gene:Solyc12g087940.2	8144	9197	6447	15320	16793	15418	2965	5373
gene:Solyc12g087930.1	0	2	0	0	9	1	98	38
gene:Solyc12g087920.2	0	0	30	4	0	0	14	2
gene:Solyc12g087910.1	0	0	0	0	0	0	0	0
gene:Solyc12g087900.2	0	0	0	0	0	0	1	11
gene:Solyc12g087895.1	1901	1952	2131	1657	1448	1708	878	1204
gene:Solyc12g087890.3	2921	3039	3450	2300	2066	2422	1634	1686
gene:Solyc12g087870.2	115	93	46	29	20	14	2	0
gene:Solyc12g087860.3	4	2	8	6	4	12	26	8
gene:Solyc12g087850.3	9	8	2	4	0	0	198	33
gene:Solyc12g087840.1	28	32	40	90	72	44	204	36
gene:Solyc12g087830.2	1446	1677	719	1810	746	502	898	523
gene:Solyc12g087820.1	261	293	337	382	249	221	399	597
gene:Solyc12g087810.3	649	779	827	828	541	554	1196	1119
gene:Solyc12g087790.1	468	385	469	105	152	160	133	130
gene:Solyc12g057160.1	1655	1256	1730	303	341	448	233	146
gene:Solyc12g057150.1	3752	2811	3626	455	831	1105	468	183
gene:Solyc12g057140.1	2405	2282	1740	1003	1349	1460	964	376
gene:Solyc12g057130.3	4	18	6	2	4	2	6	0
gene:Solyc12g057120.3	1002	942	961	887	696	739	1524	1295
gene:Solyc12g057110.2	2070	2187	1890	2974	2783	2914	6415	3520
gene:Solyc12g057100.2	163	153	84	630	499	577	4826	8
gene:Solyc12g057090.1	10	2	2	6	0	17	12834	4
gene:Solyc12g057080.2	71	104	40	133	134	170	10	0
gene:Solyc12g057070.2	0	0	0	0	0	0	0	0
gene:Solyc12g057060.2	116	92	407	40	46	48	28	4
gene:Solyc12g057050.2	0	0	2	0	0	0	0	0
gene:Solyc12g057040.2	489	345	708	758	506	460	11	74
gene:Solyc12g057030.2	85	83	48	60	95	60	0	0
gene:Solyc12g057020.2	0	2	0	6	0	2	52	0
gene:Solyc12g057010.3	0	0	0	0	2	6	3	0
gene:Solyc12g057000.1	41	58	78	98	28	89	14	0
gene:Solyc12g056995.2	230	225	338	229	157	132	146	202
gene:Solyc12g056993.1	113	129	178	109	113	79	48	108
gene:Solyc12g056990.1	150	193	218	116	108	69	26	4
gene:Solyc12g056980.1	205	145	197	477	224	102	1748	1599
gene:Solyc12g056970.1	2	0	1	0	6	5	0	0
gene:Solyc12g056960.2	227	162	241	156	159	132	8	2
gene:Solyc12g056950.2	56	80	72	145	129	79	68	182
gene:Solyc12g056940.2	12133	11369	11709	12191	9276	8591	2303	6652
gene:Solyc12g056930.2	2516	2348	1968	2050	2111	2402	94	1045
gene:Solyc12g056920.3	74	128	90	228	527	701	30	0
gene:Solyc12g056910.2	770	946	815	824	738	565	1414	906
gene:Solyc12g056900.2	521	530	681	468	474	399	1238	638
gene:Solyc12g056890.1	12	14	16	18	5	6	48	78
gene:Solyc12g056880.2	0	1	2	1	7	6	15	11
gene:Solyc12g056865.1	7	18	10	23	11	18	15	39
gene:Solyc12g056860.2	84	52	128	63	28	65	360	0
gene:Solyc12g056850.2	461	476	709	464	338	279	1033	472
gene:Solyc12g056840.2	1205	1255	1351	1202	1146	1171	1979	1449
gene:Solyc12g056830.1	5460	4545	5715	7832	6226	5764	2473	1433
gene:Solyc12g056820.2	0	0	0	0	0	0	1839	238
gene:Solyc12g056810.2	0	0	2	6	0	0	2	0
gene:Solyc12g056800.2	2292	2460	2997	4597	3123	2644	3126	1642
gene:Solyc12g056790.2	1043	1053	1369	994	1031	874	2713	2776
gene:Solyc12g056780.2	2878	3347	2379	2775	2991	2546	2027	2212
gene:Solyc12g056770.3	1126	1474	1414	972	917	752	899	1117
gene:Solyc12g056760.2	192	264	276	304	275	222	1488	732
gene:Solyc12g056750.3	0	0	0	0	0	0	0	0
gene:Solyc12g056745.1	0	0	0	0	0	0	0	2
gene:Solyc12g056740.2	3542	4042	3442	3192	3695	3953	2567	3243
gene:Solyc12g056730.1	17	24	32	14	22	32	52	21
gene:Solyc12g056720.2	0	0	0	0	0	0	0	0
gene:Solyc12g056710.3	782	1008	627	962	588	295	201	4
gene:Solyc12g056700.2	34	32	8	56	42	56	6	0
gene:Solyc12g056678.1	0	0	0	0	0	0	6	0
gene:Solyc12g056676.1	0	2	6	0	0	0	0	0
gene:Solyc12g056675.1	0	0	0	0	0	0	0	0
gene:Solyc12g056674.1	0	0	0	0	0	0	56	6
gene:Solyc12g150125.1	0	2	0	0	0	0	44	0
gene:Solyc12g056672.1	0	0	0	0	0	0	0	0
gene:Solyc12g056671.1	0	0	0	0	0	0	0	0
gene:Solyc12g056670.1	0	0	0	0	0	0	0	0
gene:Solyc12g056660.3	1096	1473	1910	2055	1172	937	772	1163
gene:Solyc12g056650.2	4957	4799	9568	1675	4643	9803	7101	12826
gene:Solyc12g056640.2	2096	2327	2426	1721	1428	1338	2005	1401
gene:Solyc12g056630.3	588	711	617	719	673	609	888	1146
gene:Solyc12g150124.1	56	98	55	48	35	42	149	125
gene:Solyc12g056620.2	28	28	21	18	10	7	15	5
gene:Solyc12g056615.1	0	0	0	0	2	0	0	92
gene:Solyc12g056610.3	300	444	328	448	329	149	133	4
gene:Solyc12g056600.3	1824	1546	1410	2392	807	490	3594	942
gene:Solyc12g056590.2	6	6	32	16	6	6	7351	3110
gene:Solyc12g056585.1	0	0	0	0	0	0	2036	4123
gene:Solyc12g056580.2	9621	8882	11492	6193	5682	5632	2749	4996
gene:Solyc12g056570.1	0	0	0	0	0	0	25	0
gene:Solyc12g056560.2	283	291	186	208	266	276	428	193
gene:Solyc12g056550.1	2043	1913	1147	962	1563	2351	842	946
gene:Solyc12g056540.1	1700	2423	1819	1936	2159	2137	1711	1407
gene:Solyc12g056530.2	1218	1036	1652	1260	981	1164	820	900
gene:Solyc12g056520.3	528	564	710	1022	871	860	691	1158
gene:Solyc12g056510.3	709	592	553	613	451	350	91	32
gene:Solyc12g056490.1	461	457	435	533	455	542	343	727
gene:Solyc12g056480.2	0	0	35	6	0	0	1	0
gene:Solyc12g056470.2	0	0	0	0	0	0	0	0
gene:Solyc12g056460.3	2	6	6	8	10	6	0	0
gene:Solyc12g056450.2	1525	2348	2606	1853	1303	1042	389	561
gene:Solyc12g056440.2	852	820	709	738	597	633	1252	808
gene:Solyc12g056430.1	32	24	76	27	20	44	0	0
gene:Solyc12g056420.2	49	46	54	15	18	15	12	0
gene:Solyc12g056410.2	1363	1135	1083	692	1468	1773	3254	9059
gene:Solyc12g056400.3	742	856	1166	627	537	824	1010	1014
gene:Solyc12g056390.1	0	6	0	0	0	0	307	0
gene:Solyc12g056380.1	0	0	0	0	0	0	0	0
gene:Solyc12g056370.1	0	0	0	0	0	0	0	0
gene:Solyc12g056360.1	10	6	20	10	6	12	0	0
gene:Solyc12g056350.2	671	645	783	601	501	453	323	456
gene:Solyc12g056345.1	89	111	141	75	51	53	54	71
gene:Solyc12g056340.2	1362	1407	1277	1017	1018	1134	944	2311
gene:Solyc12g056330.1	0	0	0	2	2	0	6	2
gene:Solyc12g056320.1	4	0	0	0	0	0	0	0
gene:Solyc12g056310.2	0	2	0	4	0	2	34	0
gene:Solyc12g056305.1	18	0	318	10	67	34	0	30
gene:Solyc12g056300.3	1293	1202	1093	1506	1468	1613	403	1260
gene:Solyc12g056290.2	320	315	510	464	423	386	507	808
gene:Solyc12g056285.1	491	459	750	641	411	528	757	798
gene:Solyc12g056280.3	54	99	147	117	72	96	101	129
gene:Solyc12g056270.2	116	182	660	663	120	176	52	90
gene:Solyc12g056260.1	0	0	0	0	0	0	0	0
gene:Solyc12g056250.2	860	817	1170	1168	1079	1105	1065	1201
gene:Solyc12g056240.2	782	916	725	605	526	459	793	740
gene:Solyc12g056230.2	12500	13376	18818	10361	10608	12324	9219	5861
gene:Solyc12g056220.2	15793	16770	16583	22174	19957	18620	21894	14271
gene:Solyc12g056210.3	3868	4293	4821	4937	4401	4475	4308	4259
gene:Solyc12g056200.2	242	294	509	234	205	248	20	46
gene:Solyc12g056190.2	76	78	122	78	91	77	0	2
gene:Solyc12g056180.3	0	0	0	0	0	0	0	0
gene:Solyc12g056170.2	1240	1337	1243	975	804	769	2574	1922
gene:Solyc12g056160.2	6	8	6	4	6	4	0	36
gene:Solyc12g056150.2	476	410	640	494	524	496	548	508
gene:Solyc12g056140.2	0	0	0	0	0	0	0	0
gene:Solyc12g056130.2	1120	1238	1292	995	906	989	2161	2473
gene:Solyc12g056127.1	2	0	0	4	0	0	0	0
gene:Solyc12g056123.1	0	1	0	0	0	0	0	0
gene:Solyc12g056120.1	6306	7091	6634	6060	5614	4967	8605	10811
gene:Solyc12g056115.1	3	2	0	2	0	0	0	0
gene:Solyc12g056110.2	647	675	1105	1087	956	950	1432	1349
gene:Solyc12g056100.3	8013	8221	8525	8122	7303	7104	19068	23572
gene:Solyc12g056090.2	496	457	490	558	421	371	675	640
gene:Solyc12g056080.2	4496	5203	5089	4465	3966	3864	4880	5958
gene:Solyc12g056060.3	0	0	0	0	0	0	4	0
gene:Solyc12g056050.1	0	0	0	0	0	0	0	0
gene:Solyc12g056040.1	78	56	40	14	24	12	0	2
gene:Solyc12g056030.2	912	1084	983	955	913	985	2183	2151
gene:Solyc12g056025.1	14	24	9	12	15	26	40	52
gene:Solyc12g056020.1	0	0	0	0	0	0	0	0
gene:Solyc12g056010.2	0	0	0	0	0	0	0	0
gene:Solyc12g056000.1	0	0	0	2	2	2	4	0
gene:Solyc12g055990.2	325	372	374	511	461	389	448	626
gene:Solyc12g055980.1	39	43	64	159	92	59	268	206
gene:Solyc12g055970.3	289	300	292	681	603	372	1710	831
gene:Solyc12g055960.1	0	0	0	0	0	0	0	0
gene:Solyc12g055950.2	259	179	237	272	175	230	581	546
gene:Solyc12g055940.3	1515	1492	2279	1847	1647	1808	1198	1394
gene:Solyc12g055930.3	1973	2172	1706	1116	1010	989	815	963
gene:Solyc12g055920.3	159	166	160	182	181	208	55	222
gene:Solyc12g055910.3	2047	1924	1994	1717	1452	1622	2267	3561
gene:Solyc12g055900.1	24	28	35	35	26	24	37	62
gene:Solyc12g055890.3	0	0	0	0	2	0	0	0
gene:Solyc12g055880.3	0	2	0	0	0	4	0	0
gene:Solyc12g055870.2	0	0	2	0	0	0	2	0
gene:Solyc12g055855.2	709	788	906	789	505	414	1117	947
gene:Solyc12g055850.2	531	581	592	676	510	592	802	795
gene:Solyc12g055840.2	6471	6895	6143	5805	5548	5382	6043	4892
gene:Solyc12g055830.2	3072	3139	3964	2792	2129	2161	5241	3844
gene:Solyc12g055820.3	722	751	707	657	785	724	736	808
gene:Solyc12g055810.1	1178	933	872	646	530	515	298	158
gene:Solyc12g055800.3	20138	20474	27033	22735	19062	19427	13595	12145
gene:Solyc12g055780.3	2282	2578	2668	2004	1881	1780	2734	4160
gene:Solyc12g055770.1	2	4	0	8	5	8	101	46
gene:Solyc12g055760.2	3456	3984	3399	4063	3687	3547	4758	3034
gene:Solyc12g055750.3	1594	1538	2511	1260	1300	1208	2050	3037
gene:Solyc12g055740.2	1309	1319	1342	1003	1003	1044	1999	1993
gene:Solyc12g055730.3	0	0	0	6	0	0	0	2
gene:Solyc12g055720.2	4555	4413	4922	4608	4849	4471	3074	6604
gene:Solyc12g055710.1	136	160	64	24	128	209	2	55
gene:Solyc12g055700.3	0	0	0	0	0	6	0	0
gene:Solyc12g055687.1	0	0	0	0	0	0	0	0
gene:Solyc12g055683.1	0	0	0	0	0	0	0	0
gene:Solyc12g055680.2	0	0	0	0	0	0	2	0
gene:Solyc12g049670.2	0	0	0	0	0	0	0	0
gene:Solyc12g049660.1	0	0	0	0	0	0	0	0
gene:Solyc12g049618.1	92	109	98	53	28	14	265	148
gene:Solyc12g049616.1	438	425	501	304	295	265	307	375
gene:Solyc12g049614.1	33	46	31	30	19	28	14	17
gene:Solyc12g150123.1	3	4	1	6	0	2	29	10
gene:Solyc12g049612.1	4	2	16	2	7	2	0	2
gene:Solyc12g049611.1	328	368	389	261	223	263	259	420
gene:Solyc12g049610.1	0	0	0	0	0	0	0	0
gene:Solyc12g049590.2	1360	1288	1477	889	853	1058	1097	2334
gene:Solyc12g049580.2	2480	2860	2920	2564	2393	2543	3123	3322
gene:Solyc12g049570.3	3237	3734	3268	3529	3580	3307	3780	4752
gene:Solyc12g049560.2	2017	2372	2442	1801	1554	1731	2799	2624
gene:Solyc12g049550.2	342	370	369	601	324	373	4	4
gene:Solyc12g049540.3	413	403	649	1278	869	863	988	2279
gene:Solyc12g049530.2	190	116	222	392	184	258	471	628
gene:Solyc12g049520.2	323	399	413	331	304	337	134	447
gene:Solyc12g049510.3	2310	2471	2620	2194	2080	2104	1507	2944
gene:Solyc12g049500.3	80	50	92	136	77	59	35	16
gene:Solyc12g049475.1	0	0	0	0	0	0	0	0
gene:Solyc12g049470.3	47	21	86	83	22	38	65	73
gene:Solyc12g049440.3	74	97	153	193	79	61	69	148
gene:Solyc12g049430.1	0	0	0	0	0	0	0	0
gene:Solyc12g049420.2	1173	1252	1538	1175	867	868	894	1052
gene:Solyc12g049410.3	2848	3321	2990	4551	3915	3995	3375	6592
gene:Solyc12g049400.2	921	713	3126	1511	624	655	748	2053
gene:Solyc12g049390.2	1572	1764	2234	2009	1558	1672	2963	2628
gene:Solyc12g049380.3	11	30	8	22	25	16	0	0
gene:Solyc12g049370.2	888	881	959	711	549	543	950	1113
gene:Solyc12g049365.1	0	0	0	0	0	0	0	0
gene:Solyc12g049360.2	77	68	143	35	58	72	4	0
gene:Solyc12g049350.2	78	73	180	167	86	106	0	0
gene:Solyc12g049340.3	0	0	0	0	0	0	0	0
gene:Solyc12g049330.2	861	997	1385	1491	763	863	1161	1127
gene:Solyc12g049320.3	59	64	65	105	57	58	40	2
gene:Solyc12g049310.2	353	382	529	504	332	272	912	817
gene:Solyc12g049300.2	18	0	2	34	12	28	118	1902
gene:Solyc12g049290.2	368	420	461	530	509	467	1683	1470
gene:Solyc12g049280.3	280	364	491	413	328	298	206	72
gene:Solyc12g049270.3	269	402	524	890	480	427	1022	1399
gene:Solyc12g049255.1	0	0	4	0	0	0	0	0
gene:Solyc12g049250.2	32	40	113	203	59	39	30	0
gene:Solyc12g150122.1	0	0	0	0	0	0	0	0
gene:Solyc12g049230.2	2423	2753	2653	2275	2159	2405	3372	4479
gene:Solyc12g049220.3	909	980	979	966	969	788	1251	1294
gene:Solyc12g049210.1	14	20	24	11	16	20	2	8
gene:Solyc12g049200.1	0	0	0	0	0	0	0	0
gene:Solyc12g049190.3	0	0	0	0	0	0	0	2
gene:Solyc12g049180.1	0	0	0	0	0	0	0	0
gene:Solyc12g049175.1	0	0	0	0	0	0	0	0
gene:Solyc12g049170.2	0	0	0	0	0	0	0	0
gene:Solyc12g049160.1	0	0	0	0	0	0	0	0
gene:Solyc12g049150.1	0	0	0	0	0	0	0	0
gene:Solyc12g049140.1	0	0	0	0	0	0	0	0
gene:Solyc12g049130.1	0	0	0	0	0	0	0	0
gene:Solyc12g049120.2	0	0	0	0	0	0	0	0
gene:Solyc12g049110.1	0	0	0	0	0	4	0	0
gene:Solyc12g049100.3	0	0	0	0	0	0	0	2
gene:Solyc12g049095.1	0	0	0	0	0	0	0	4
gene:Solyc12g049090.3	0	0	0	0	0	0	0	0
gene:Solyc12g049080.3	2	0	0	0	0	0	0	0
gene:Solyc12g049070.1	0	0	0	0	0	0	0	0
gene:Solyc12g049060.1	0	0	0	0	0	0	0	0
gene:Solyc12g049050.2	0	0	0	0	0	0	0	0
gene:Solyc12g049040.1	0	4	0	0	0	0	0	0
gene:Solyc12g049030.1	0	2	0	4	0	0	0	0
gene:Solyc12g045037.1	0	0	0	0	0	0	0	0
gene:Solyc12g045035.1	20	20	2	10	8	14	6	2
gene:Solyc12g045033.1	0	0	0	0	0	0	0	0
gene:Solyc12g045030.2	470	598	1467	615	438	410	1020	1445
gene:Solyc12g045020.2	0	0	0	0	0	0	14	4
gene:Solyc12g044958.1	0	0	0	0	0	0	0	0
gene:Solyc12g044956.1	0	0	4	0	0	0	0	0
gene:Solyc12g044954.1	0	0	0	0	0	0	0	0
gene:Solyc12g044952.1	0	0	0	0	0	0	0	0
gene:Solyc12g044950.3	14	18	15	18	14	44	10	4
gene:Solyc12g044940.2	689	780	945	704	697	847	786	705
gene:Solyc12g044930.3	330	266	347	353	370	229	869	623
gene:Solyc12g044920.3	344	448	530	409	406	493	1371	1221
gene:Solyc12g044910.2	1363	1313	1536	1515	1242	1257	1277	587
gene:Solyc12g044900.3	166	205	150	177	144	212	27	16
gene:Solyc12g044890.2	483	585	497	380	335	329	334	484
gene:Solyc12g044880.2	2548	2549	2820	1916	1884	1967	3325	3879
gene:Solyc12g044860.3	4080	4414	4648	3766	3783	3473	4839	5111
gene:Solyc12g044850.2	750	759	978	1146	848	705	1916	1209
gene:Solyc12g044840.2	1828	1987	1734	2076	2205	2595	412	962
gene:Solyc12g044830.1	0	0	0	0	0	0	0	0
gene:Solyc12g044820.3	1997	1774	3755	3078	2059	1996	1383	6020
gene:Solyc12g044810.3	0	1	1	0	0	0	0	4
gene:Solyc12g044800.3	2395	2674	3078	2772	2235	2171	3306	3927
gene:Solyc12g044795.1	0	0	0	0	0	0	0	0
gene:Solyc12g044790.1	0	0	0	0	0	0	0	2
gene:Solyc12g044780.2	0	0	0	0	0	0	0	4
gene:Solyc12g044775.1	0	0	0	0	0	0	0	4
gene:Solyc12g044770.1	0	0	0	0	0	0	0	0
gene:Solyc12g044760.3	1	6	8	0	0	0	32	120
gene:Solyc12g044750.3	0	2	0	0	0	0	0	12
gene:Solyc12g044740.2	5540	6345	7127	6187	5192	5381	7561	8851
gene:Solyc12g044730.2	130	161	224	225	158	178	228	363
gene:Solyc12g044720.2	9101	9495	8673	8315	8452	8048	12165	15909
gene:Solyc12g044710.1	2	0	12	18	4	4	0	4
gene:Solyc12g044700.2	609	652	648	446	521	419	941	994
gene:Solyc12g044697.1	0	0	0	0	0	0	0	0
gene:Solyc12g044695.1	0	0	0	0	0	0	0	0
gene:Solyc12g044693.1	0	0	0	0	0	0	0	0
gene:Solyc12g044690.3	0	0	0	0	2	0	0	0
gene:Solyc12g150121.1	0	0	0	0	0	0	0	0
gene:Solyc12g044680.1	16	37	33	29	29	47	43	85
gene:Solyc12g044670.2	0	0	0	1	15	14	0	4
gene:Solyc12g044660.3	0	0	0	0	0	0	0	0
gene:Solyc12g150120.1	0	0	0	0	0	0	0	0
gene:Solyc12g044650.3	0	0	0	0	0	0	0	0
gene:Solyc12g044640.2	1346	1588	1558	1465	1267	1254	3565	3714
gene:Solyc12g044630.2	136	122	138	266	262	173	132	28
gene:Solyc12g044620.2	466	592	593	564	486	609	154	184
gene:Solyc12g044610.2	590	484	737	635	558	544	190	400
gene:Solyc12g044600.3	13762	13372	17569	14335	12383	12604	25815	20712
gene:Solyc12g044590.1	0	0	0	0	0	0	0	0
gene:Solyc12g044585.1	0	0	0	0	0	0	0	0
gene:Solyc12g044580.3	0	0	0	0	0	0	0	0
gene:Solyc12g044570.1	0	0	0	0	0	0	0	0
gene:Solyc12g044560.1	0	0	0	0	0	0	0	0
gene:Solyc12g044540.3	0	0	0	0	0	0	0	0
gene:Solyc12g044530.3	0	0	0	0	0	0	0	0
gene:Solyc12g044520.2	0	0	0	0	0	0	0	0
gene:Solyc12g044455.1	501	552	722	595	510	592	2044	1992
